sep=,
"Name
                     
                    Date","Reference","Status","Description","Qty","Total Selling"
"Total for Vescotech (Pty) Ltd",,,,"8","199224"
"Vigeta Pty Ltd",,,,,
"18/03/2026","SO4470","Invoiced",,,
,,,"RAD 200","1","2187"
"Total for SO4470",,,,"1","2187"
"30/04/2026","SO4557","Pending",,,
,,,"630 Diam Vertical Discharge BASE c/w 2.2kW 4P 380V","10","177780"
"Total for SO4557",,,,"10","177780"
"Total for Vigeta Pty Ltd",,,,"11","179967"
"Vincent",,,,,
"12/05/2026","SO4577","Invoiced",,,
,,,"MAJAX-3 500 (BIFUCATED) c/w 0.55KW 4P 220V","1","10630"
"Total for SO4577",,,,"1","10630"
"01/05/2026","SO4628","Invoiced",,,
,,,"MAJAX-3 630 (BIFUCATED) c/w 0,75KW 4P 380V","1","13850"
"Total for SO4628",,,,"1","13850"
"Total for Vincent",,,,"2","24480"
"Vortron System Mauritius Ltd",,,,,
"25/06/2026","SO4684","Invoiced",,,
,,,"MAXFLO 560/250/14 A c/w 0,55KW 4P 380V","2","18480"
,,,"560 Diam Counter Flange","4","1588"
,,,"MAXFLO 560/250/14 A c/w 1,10KW 4P 380V","3","30198"
,,,"560 Diam Counter Flange","6","2382"
,,,"560 Diam Silencer 1.5D Podded","7","23863"
,,,"MAXFLO 800/250/14 A c/w 4,00KW 4P 380V","3","39825"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","12","1200"
,,,"800 Diam Counter Flange","6","3648"
,,,"800 Diam Mounting Feet","6","2790"
,,,"MAXFLO 800/250/14 A c/w 5,50KW 4P 380V","3","43476"
,,,"800 Diam Counter Flange","6","3648"
,,,"MAXFLO 800/250/14 A c/w 5,50KW 4P 380V","3","43476"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","3","300"
,,,"800 Diam Counter Flange","3","1824"
,,,"800 Diam Mounting Feet","3","1395"
,,,"800 Diam Silencer 1.5D Podded","4","23032"
"Total for SO4684",,,,"74","241125"
"Total for Vortron System Mauritius Ltd",,,,"74","241125"
"Weztech Global",,,,,
"21/04/2026","SO4536","Invoiced",,,
,,,"LINEO 250","1","0"
"Total for SO4536",,,,"1","0"
"Total for Weztech Global",,,,"1","0"
"Wito Plastics",,,,,
"18/05/2026","SO4596","Invoiced",,,
,,,"KAF 250","1","3973"
"Total for SO4596",,,,"1","3973"
"Total for Wito Plastics",,,,"1","3973"
"Wright Air (Pty) Ltd",,,,,
"14/07/2026","SO4734","Invoiced",,,
,,,"CA/LINE-31","2","6645.16"
,,,"V 230/9 AR LL S","1","4239.78"
"Total for SO4734",,,,"3","10884.94"
"Total for Wright Air (Pty) Ltd",,,,"3","10884.94"
"Xtreme Air Control (Pty) Ltd",,,,,
"26/03/2026","SO4486","Invoiced",,,
,,,"KSA-400-4K-T-380V","1","4908"
"Total for SO4486",,,,"1","4908"
"26/06/2026","SO4690","Invoiced",,,
,,,"NEOLINEO-150/V","3","6083.82"
"Total for SO4690",,,,"3","6083.82"
"14/07/2026","SO4733","Invoiced",,,
,,,"MAXFLO 400/150/10 A c/w 1.50KW 2P 380V (Supply)","1","7902"
,,,"400 Diam Silencer 1.5D Podded","1","2125"
,,,"400 Diam Counter Flange","2","526"
,,,"400 Diam Mounting Feet","4","564"
,,,"MAXFLO 500/150/10 A c/w 0,75KW 4P 380V (Plate Mount) Extraction","1","7198"
"Total for SO4733",,,,"9","18315"
"Total for Xtreme Air Control (Pty) Ltd",,,,"13","29306.82"
"ZEFS More Vision",,,,,
"04/03/2026","SO4426","Invoiced",,,
,,,"MAXFLO 630/150/10 A c/w 2,20KW 4P 380V","2","16800"
,,,"630 Diam Counter Flange","2","740"
"Total for SO4426",,,,"4","17540"
"12/03/2026","SO4450","Invoiced",,,
,,,"MAXFLO 630/150/10 A c/w 1,50KW 4P 380V","1","7490.5"
,,,"630 Diam Counter Flange","2","700"
"Total for SO4450",,,,"3","8190.5"
"13/03/2026","SO4453","Invoiced",,,
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","16","1600"
"Total for SO4453",,,,"16","1600"
"16/03/2026","SO4456","Invoiced",,,
,,,"MAXFLO 560/150/10 A c/w 1,10KW 4P 380V","1","7240.5"
,,,"560 Diam Counter Flange","2","640"
"Total for SO4456",,,,"3","7880.5"
"17/03/2026","SO4464","Invoiced",,,
,,,"MAXFLO 800/150/10 A c/w 7,50KW 4P 380V","1","13973.18"
,,,"800 Diam Counter Flange","1","608"
,,,"MAXFLO 560/150/10 P c/w 2,20KW 4P 380V","2","14380"
,,,"560 Diam Counter Flange","2","794"
"Total for SO4464",,,,"6","29755.18"
"20/03/2026","SO4472","Invoiced",,,
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","8","800"
,,,"630 Diam Counter Flange","1","443"
,,,"630 Diam Mounting Feet","4","1040"
"Total for SO4472",,,,"13","2283"
"25/03/2026","SO4482","Invoiced",,,
,,,"MAXFLO 560/150/10 P c/w 0,55KW 4P 380V","1","6000"
,,,"560 Diam Counter Flange","2","640"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","6","390"
,,,"560 Diam Mounting Feet","4","1036"
"Total for SO4482",,,,"13","8066"
"26/03/2026","SO4487","Invoiced",,,
,,,"MAXFLO 400/150/10 A c/w 1,10KW 2P 380V-Bifucated","1","11944"
"Total for SO4487",,,,"1","11944"
"30/03/2026","SO4493","Invoiced",,,
,,,"MAXFLO 400/150/10 A c/w 1.1KW 4P 380V-Return Air","1","6715"
,,,"400 Diam Counter Flange","1","263"
,,,"400 Diam Mounting Feet","4","564"
,,,"MAXFLO 710/250/14 A c/w 1,50KW 4P 380V-Extraction","1","10058"
"Total for SO4493",,,,"7","17600"
"24/04/2026","SO4545","Invoiced",,,
,,,"MAXFLO 500/150/10 A c/w 1,10KW 4P 380V","4","28328"
,,,"500 Diam Mounting Feet","12","2964"
,,,"MAXFLO 560/150/10 A c/w 1,10KW 4P 380V","2","14942"
,,,"560 Diam Mounting Feet","6","1554"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","36","2340"
"Total for SO4545",,,,"60","50128"
"24/04/2026","SO4550","Invoiced",,,
,,,"500 Diam Counter Flange","8","2840"
,,,"560 Diam Counter Flange","4","1588"
"Total for SO4550",,,,"12","4428"
"08/06/2026","SO4643","Invoiced",,,
,,,"FAC 400/3/4","2","7422"
"Total for SO4643",,,,"2","7422"
"22/06/2026","SO4678","Invoiced",,,
,,,"MAXFLO 400/150/10 A c/w 0.75KW 4P 380V","1","6286"
"Total for SO4678",,,,"1","6286"
"29/06/2026","SO4692","Invoiced",,,
,,,"MAXFLO 500/150/10 A c/w 3.00kW 2P 380V","1","9190"
"Total for SO4692",,,,"1","9190"
"16/07/2026","SO4745","Invoiced",,,
,,,"MAXFLO 315/150/10 A c/w 0,55KW 4P 220V","1","5228.79"
,,,"315 Diam Counter Flange","2","424"
"Total for SO4745",,,,"3","5652.79"
"28/07/2026","SO4774","Invoiced",,,
,,,"RAD 355","1","4167"
"Total for SO4774",,,,"1","4167"
"Total for ZEFS More Vision",,,,"146","192132.97"
"barloworld Power",,,,,
"27/03/2026","SO4489","Invoiced",,,
,,,"MAJAX-3 800 c/w 3,00KW 4P 380V","6","83994"
,,,"800 Diam Counter Flange","12","8028"
,,,"800 Diam Mounting Feet","12","6132"
"Total for SO4489",,,,"30","98154"
"02/04/2026","SO4504","Invoiced",,,
,,,"Screen","6","9858"
"Total for SO4504",,,,"6","9858"
"Total for barloworld Power",,,,"36","108012"
"systeco Pty ltd",,,,,
"05/03/2026","SO4430","Invoiced",,,
,,,"MAJAX-2 400 c/w 1,10KW 2P 380V","1","7898.93"
"Total for SO4430",,,,"1","7898.93"
"17/03/2026","SO4463","Invoiced",,,
,,,"MAJAX-2 400 c/w 1,10KW 2P 380V","1","7067.91"
"Total for SO4463",,,,"1","7067.91"
"Total for systeco Pty ltd",,,,"2","14966.84"
