sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"MFP4002202","MAXFLO 400/150/10 P c/w 2,20KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP5000374","MAXFLO 500/150/10 P c/w 0,37KW 4P 380V","FM - DONKIN","R 4,138.00","4138","0","0","0","-4138","-12","Yes","Yes"
"MFP5000554","MAXFLO 500/150/10 P c/w 0,55KW 4P 380V","FM - DONKIN","R 5,284.43","5284.43","0","0","0","-5284.43","-6","Yes","Yes"
"MFP5000556","MAXFLO 500/150/10 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP5000754","MAXFLO 500/150/10 P c/w 0,75KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MFP5001102","MAXFLO 500/150/10 P c/w 1,10KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP5001104","MAXFLO 500/150/10 P c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFP5001504","MAXFLO 500/150/10 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFP5002202","MAXFLO 500/150/10 P c/w 2,20KW 2P 380V","FM - DONKIN","R 6,487.29","6487.29","0","0","0","-6487.29","0","Yes","Yes"
"MFP5004002","MAXFLO 500/150/10 P c/w 4,00KW 2P 380V","FM - DONKIN","R 8,039.00","8039","0","0","0","-8039","4","Yes","Yes"
"MFP90011004","MAXFLO 900/250/14 P c/w 11,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP9001506","MAXFLO 900/250/14 P c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP9002204","MAXFLO 900/250/14 P c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFP9003004","MAXFLO 900/250/14 P c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP9003006","MAXFLO 900/250/14 P c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP9004004","MAXFLO 900/250/14 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFP9004006","MAXFLO 900/250/14 P c/w 4,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFP9005504","MAXFLO 900/250/14 P c/w 5,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFP9007504","MAXFLO 900/250/14 P c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY5600256","MAXFLO 560/150/10 P c/w 0,25KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY5600374","MAXFLO 560/150/10 P c/w 0,37KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPY5600554","MAXFLO 560/150/10 P c/w 0,55KW 4P 380V","FM - DONKIN","R 5,138.69","5138.69","0","0","0","-5138.69","-4","Yes","Yes"
"MFPY5600556","MAXFLO 560/150/10 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY5600754","MAXFLO 560/150/10 P c/w 0,75KW 4P 380V","FM - DONKIN","R 3,606.45","3606.45","0","0","0","-3606.45","-5","Yes","Yes"
"MFPY5601104","MAXFLO 560/150/10 P c/w 1,10KW 4P 380V","FM - DONKIN","R 5,419.00","5419","0","0","0","-5419","-3","Yes","Yes"
"MFPY5601504","MAXFLO 560/150/10 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY5602202","MAXFLO 560/150/10 P c/w 2,20KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY5604002","MAXFLO 560/150/10 P c/w 4,00KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6300374","MAXFLO 630/150/10 P c/w 0,37KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6300554","MAXFLO 630/150/10 P c/w 0,55KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MFPY6300556","MAXFLO 630/150/10 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6300754","MAXFLO 630/150/10 P c/w 0,75KW 4P 380V","FM - DONKIN","R 5,978.54","5978.54","0","0","0","-5978.54","3","Yes","Yes"
"MFPY6300756","MAXFLO 630/150/10 P c/w 0,75KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6301104","MAXFLO 630/150/10 P c/w 1,10KW 4P 380V","FM - DONKIN","R 5,809.20","5809.2","0","0","0","-5809.2","-1","Yes","Yes"
"MFPY6301106","MAXFLO 630/150/10 P c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6301504","MAXFLO 630/150/10 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6302204","MAXFLO 630/150/10 P c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-3","Yes","Yes"
"MFPY6303004","MAXFLO 630/150/10 P c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MFPY6304002","MAXFLO 630/150/10 P c/w 4,00KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY6304004","MAXFLO 630/150/10 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7100556","MAXFLO 710/150/10 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7100754","MAXFLO 710/150/10 P c/w 0,75KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7101104","MAXFLO 710/150/10 P c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MFPY7101106","MAXFLO 710/150/10 P c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7101504","MAXFLO 710/150/10 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7101506","MAXFLO 710/150/10 P c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7102204","MAXFLO 710/150/10 P c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPY7103004","MAXFLO 710/150/10 P c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY7104004","MAXFLO 710/150/10 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPY7105504","MAXFLO 710/150/10 P c/w 5,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8000556","MAXFLO 800/150/10 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8000756","MAXFLO 800/150/10 P c/w 0,75KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8001104","MAXFLO 800/150/10 P c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8001106","MAXFLO 800/150/10 P c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8001504","MAXFLO 800/150/10 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8001506","MAXFLO 800/150/10 P c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8002204","MAXFLO 800/150/10 P c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8002206","MAXFLO 800/150/10 P c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8003004","MAXFLO 800/150/10 P c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPY8003006","MAXFLO 800/150/10 P c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8004004","MAXFLO 800/150/10 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPY8005504","MAXFLO 800/150/10 P c/w 5,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPY8007504","MAXFLO 800/150/10 P c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ5600374","MAXFLO 560/250/14 P c/w 0,37KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ5600554","MAXFLO 560/250/14 P c/w 0,55KW 4P 380V","FM - DONKIN","R 5,138.00","5219.33","0","0","0","-5219.33","2","Yes","Yes"
"MFPZ5600556","MAXFLO 560/250/14 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ5600754","MAXFLO 560/250/14 P c/w 0,75KW 4P 380V","FM - DONKIN","R 5,355.45","5355.45","0","0","0","-5355.45","-4","Yes","Yes"
"MFPZ5600756","MAXFLO 560/250/14 P c/w 0,75KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ5601104","MAXFLO 560/250/14 P c/w 1,10KW 4P 380V","FM - DONKIN","R 5,601.00","5601","0","0","0","-5601","-1","Yes","Yes"
"MFPZ5601504","MAXFLO 560/250/14 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MFPZ5602202","MAXFLO 560/250/14 P c/w 2,20KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ5604002","MAXFLO 560/250/14 P c/w 4,00KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ6300374","MAXFLO 630/250/14 P c/w 0,37KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ6300554","MAXFLO 630/250/14 P c/w 0,55KW 4P 380V","FM - DONKIN","R 2,032.30","2032.3","0","0","0","-2032.3","0","Yes","Yes"
"MFPZ6300754","MAXFLO 630/250/14 P c/w 0,75KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"MFPZ6301104","MAXFLO 630/250/14 P c/w 1,10KW 4P 380V","FM - DONKIN","R 2,032.30","2032.3","0","0","0","-2032.3","-1","Yes","Yes"
"MFPZ6301504","MAXFLO 630/250/14 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ6302204","MAXFLO 630/250/14 P c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ6303004","MAXFLO 630/250/14 P c/w 3,00KW 4P 380V","FM - DONKIN","R 6,348.78","6348.78","0","0","0","-6348.78","-3","Yes","Yes"
"MFPZ6304002","MAXFLO 630/250/14 P c/w 4,00KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ6304004","MAXFLO 630/250/14 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7100556","MAXFLO 710/250/14 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7100754","MAXFLO 710/250/14 P c/w 0,75KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7101104","MAXFLO 710/250/14 P c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7101106","MAXFLO 710/250/14 P c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7101504","MAXFLO 710/250/14 P c/w 1,50KW 4P 380V","FM - DONKIN","R 6,479.30","6479.3","0","0","0","-6479.3","-6","Yes","Yes"
"MFPZ7101506","MAXFLO 710/250/14 P c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7102204","MAXFLO 710/250/14 P c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ7103004","MAXFLO 710/250/14 P c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MFPZ7104004","MAXFLO 710/250/14 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ7105504","MAXFLO 710/250/14 P c/w 5,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8000556","MAXFLO 800/250/14 P c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8000756","MAXFLO 800/250/14 P c/w 0,75KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8001104","MAXFLO 800/250/14 P c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8001106","MAXFLO 800/250/14 P c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8001504","MAXFLO 800/250/14 P c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8001506","MAXFLO 800/250/14 P c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8002204","MAXFLO 800/250/14 P c/w 2,20KW 4P 380V","FM - DONKIN","R 8,203.00","8203","0","0","0","-8203","0","Yes","Yes"
"MFPZ8002206","MAXFLO 800/250/14 P c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8003004","MAXFLO 800/250/14 P c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"MFPZ8003006","MAXFLO 800/250/14 P c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MFPZ8004004","MAXFLO 800/250/14 P c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ8005504","MAXFLO 800/250/14 P c/w 5,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MFPZ8007504","MAXFLO 800/250/14 P c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125011004","MFAJAX-3 1250 c/w 11,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125011006","MFAJAX-3 1250 c/w 11,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125011008","MFAJAX-3 1250 c/w 11,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125015004","MFAJAX-3 1250 c/w 15,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125015006","MFAJAX-3 1250 c/w 15,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125015008","MFAJAX-3 1250 c/w 15,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125018504","MFAJAX-3 1250 c/w 18,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125018506","MFAJAX-3 1250 c/w 18,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125018508","MFAJAX-3 1250 c/w 18,50KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125022004","MFAJAX-3 1250 c/w 22,00KW 4P 380V","FM - DONKIN","R 71,700.00","71700","0","0","0","-71700","0","Yes","Yes"
"MH125022006","MFAJAX-3 1250 c/w 22,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125022008","MFAJAX-3 1250 c/w 22,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125030004","MFAJAX-3 1250 c/w 30,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125030006","MFAJAX-3 1250 c/w 30,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125030008","MFAJAX-3 1250 c/w 30,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12503006","MFAJAX-3 1250 c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125037004","MFAJAX-3 1250 c/w 37,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125037006","MFAJAX-3 1250 c/w 37,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125037008","MFAJAX-3 1250 c/w 37,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12504006","MFAJAX-3 1250 c/w 4,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12504008","MFAJAX-3 1250 c/w 4,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125045004","MFAJAX-3 1250 c/w 45,00KW 4P 380V","FM - DONKIN","R 61,563.24","61563.24","0","0","0","-61563.24","0","Yes","Yes"
"MH125045006","MFAJAX-3 1250 c/w 45,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125055004","MFAJAX-3 1250 c/w 55,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12505506","MFAJAX-3 1250 c/w 5,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12505508","MFAJAX-3 1250 c/w 5,50KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH125075004","MFAJAX-3 1250 c/w 75,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12507506","MFAJAX-3 1250 c/w 7,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MH12507508","MFAJAX-3 1250 c/w 7,50KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"Mild Steel-200x200x1.6mm","Laser-Cut Mild Steel Plate 200x200x1.6mm",,"R 29.50","29.5","0","0","0","-29.5","16","Yes","Yes"
"Mild Steel-310x310x1.6mm","Laser-Cut Mild Steel Plate 310x310x1.6mm",,"R 61.45","61.45","0","0","0","-61.45","2","Yes","Yes"
"Mild Steel-620x620x1.6mm","Laser-Cut Mild Steel Plate 620x620x1.6mm",,"R 224.00","224","0","0","0","-224","2","Yes","Yes"
"MJ1500","Majax-1 470 Impeller",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MP0400B150A05PR14071","Impeller 0400mm 'B' 150A05PR 14mm 071Frame Deg00 -10 DEG",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MP0500B150A05AR24090","Impeller 0500mm 'B' 150A05AR 24mm 090Frame Deg00 - 14 DEG",,"R 1,314.00","1314","0","0","0","-1314","0","Yes","Yes"
"MP0630B150A10AR24090","Impeller 0630mm 'B' 150A10AR 24mm 090Frame Deg00 - 27 DEG",,"R 2,335.00","2335","0","0","0","-2335","0","Yes","Yes"
"MP0710B150A05PR24090","eller 0710mm 'B' 150A05PR 24mm 090Frame Deg00 - 21 DEG",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MP0710B150A05PR240901","Impeller 0710mm 'B' 150A05PR 24mm 090Frame Deg00 - 23 DEG",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MP0710B150A10AR28100","Impeller 0710mm 'B' 150A10AR 28mm 100Frame Deg00 - 35 DEG",,"R 2,335.00","2335","0","0","0","-2335","0","Yes","Yes"
"MP9.","4 Aluminum Hose Sleeve MP",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MR60Hz","Rewind motor to 60Hz incl. SATMOS Treatment",,"R 0.00","0","5403","6213.45","0","5403","-1","Yes","Yes"
"MRAD315","MRAD 315","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MRB 250/0.75","c/w 4 kW 2 Pole 380 V (Direct Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MRB 800/1.0 SI","c/w 18.5 kW 4 Pole 380 V (Belt Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS3150552","MAJAX-3 315 c/w 0,55KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MS3150554","MAJAX-3 315 c/w 0,55KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS3150556","MAJAX-3 315 c/w 0,55KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4000186","MAJAX-3 400 c/w 0,18KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4000254","MAJAX-3 400 c/w 0,25KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4000374","MAJAX-3 400 c/w 0,37KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4000552","MAJAX-3 400 c/w 0,55KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4000754","MAJAX-3 400 c/w 0,75KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4001102","MAJAX-3 400 c/w 1,10KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4001502","MAJAX-3 400 c/w 1,50KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS4002202","MAJAX-3 400 c/w 2,20KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000186","MAJAX-3 500 c/w 0,18KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000254","MAJAX-3 500 c/w 0,25KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000374","MAJAX-3 500 c/w 0,37KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000554","MAJAX-3 500 c/w 0,55KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000556","MAJAX-3 500 c/w 0,55KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000752","MAJAX-3 500 c/w 0,75KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5000754","MAJAX-3 500 c/w 0,75KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5001102","MAJAX-3 500 c/w 1,10KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5001104","MAJAX-3 500 c/w 1,10KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5001502","MAJAX-3 500 c/w 1,50KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5001504","MAJAX-3 500 c/w 1,50KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5002202","MAJAX-3 500 c/w 2,20KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5600186","MAJAX-3 560 c/w 0,18KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5600374","MAJAX-3 560 c/w 0,37KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5600554","MAJAX-3 560 c/w 0,55KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5600556","MAJAX-3 560 c/w 0,55KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5600754","MAJAX-3 560 c/w 0,75KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5601102","MAJAX-3 560 c/w 1,10KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5601104","MAJAX-3 560 c/w 1,10KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5601502","MAJAX-3 560 c/w 1,50KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5601504","MAJAX-3 560 c/w 1,50KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5602202","MAJAX-3 560 c/w 2,20KW 2P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS5605502","MAJAX-3 560 c/w 5,50KW 2P 220V","FM - DONKIN","R 10,432.26","10432.26","0","0","0","-10432.26","0","Yes","Yes"
"MS6300186","MAJAX-3 630 c/w 0,18KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS6300374","MAJAX-3 630 c/w 0,37KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS6300554","MAJAX-3 630 c/w 0,55KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS6300556","MAJAX-3 630 c/w 0,55KW 6P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS6300754","MAJAX-3 630 c/w 0,75KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
