Item Movement Report
Fan Movement (Pty) Ltd,,,Start Date:,01/03/2020
Total for Item:,"MT6301104 - MAJAX-3 630 c/w 1,10KW 4P 380V",,,-15.00
"MT6301504 - MAJAX-3 630 c/w 1,50KW 4P 380V"
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-1.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-1.00
12/04/2024,SIV2249,Supplier Invoice,Centrifab (Pty) Ltd,1.00
25/09/2024,INV2966,Tax Invoice,Neobionomics Services Pty Ltd,-1.00
17/04/2025,INV3703,Tax Invoice,Dawaila Group,-1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
06/08/2025,INV3920,Tax Invoice,Dawaila Group,-1.00
Total for Item:,"MT6301504 - MAJAX-3 630 c/w 1,50KW 4P 380V",,,-7.00
"MT6302204 - MAJAX-3 630 c/w 2,20KW 4P 380V"
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-2.00
07/05/2025,INV3726,Tax Invoice,AIREX (PTY) LTD,-1.00
28/07/2025,INV3903,Tax Invoice,ATM TECHNICAL POWER (PTY) Ltd (HVAC),-1.00
Total for Item:,"MT6302204 - MAJAX-3 630 c/w 2,20KW 4P 380V",,,-4.00
"MT6303004 - MAJAX-3 630 c/w 3,00KW 4P 380V"
03/07/2024,INV3114,Tax Invoice,Ventura Group (Pty) Ltd,-1.00
16/05/2025,INV3749,Tax Invoice,ATM TECHNICAL POWER (PTY) Ltd (HVAC),-1.00
29/05/2025,INV3774,Tax Invoice,ATM TECHNICAL POWER (PTY) Ltd (HVAC),-1.00
Total for Item:,"MT6303004 - MAJAX-3 630 c/w 3,00KW 4P 380V",,,-3.00
"MT6305502 - MAJAX-3 630 c/w 5,50KW 2P 380V"
05/12/2024,INV3471,Tax Invoice,NWK LTD,-1.00
18/02/2026,SIV3757,Supplier Invoice,Centrifab (Pty) Ltd,1.00
20/02/2026,INV4410,Tax Invoice,NWK LTD,-1.00
20/03/2026,SIV3826,Supplier Invoice,Centrifab (Pty) Ltd,1.00
Total for Item:,"MT6305502 - MAJAX-3 630 c/w 5,50KW 2P 380V",,,0.00
"MT6307502 - MAJAX-3 630 c/w 7,50KW 2P 380V"
31/07/2023,INV2347,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
24/08/2023,INV2404,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
30/08/2023,SIV1902,Supplier Invoice,Air Speration,2.00
31/08/2023,INV2425,Tax Invoice,Naudens Dust Technologies (Pty) Ltd,-2.00
18/10/2023,SIV1985,Supplier Invoice,Air Speration,1.00
20/10/2023,INV2542,Tax Invoice,Airventfil (Pty) Ltd,-1.00
26/07/2024,SIV2426,Supplier Invoice,Centrifab (Pty) Ltd,1.00
29/07/2024,INV3182,Tax Invoice,Pure Quest Air Filtration Technologies (PTY) ltd CR.2020/443063/07,-1.00
05/12/2024,INV3470,Tax Invoice,Dueltron (Pty) Ltd,-2.00
18/11/2025,INV4217,Tax Invoice,Kenmare Moma Processing (Mauritius) Limited,-1.00
17/03/2026,INV4478,Tax Invoice,Gibela Trade and Invest 1247 CC t/a GTI AIR,-1.00
Total for Item:,"MT6307502 - MAJAX-3 630 c/w 7,50KW 2P 380V",,,-6.00
"MT7100554 - MAJAX-3 710 c/w 0,55KW 4P 380V"
02/07/2025,INV3837,Tax Invoice,Jamarmic Pump and Valve Engineering (Pty) Ltd,-1.00
Total for Item:,"MT7100554 - MAJAX-3 710 c/w 0,55KW 4P 380V",,,-1.00
"MT7100754 - MAJAX-3 710 c/w 0,75KW 4P 380V"
16/07/2024,SIV2376,Supplier Invoice,Centrifab (Pty) Ltd,1.00
18/07/2024,INV3149,Tax Invoice,Compu Cool (Pty) Ltd,-1.00
Total for Item:,"MT7100754 - MAJAX-3 710 c/w 0,75KW 4P 380V",,,0.00
"MT7101104 - MAJAX-3 710 c/w 1,10KW 4P 380V"
29/06/2023,INV2260,Tax Invoice,PM Group (T) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
Total for Item:,"MT7101104 - MAJAX-3 710 c/w 1,10KW 4P 380V",,,-4.00
"MT7101504 - MAJAX-3 710 c/w 1,50KW 4P 380V"
28/06/2024,INV3110,Tax Invoice,Aircycle Engineering CC,-2.00
01/07/2024,SIV2346,Supplier Invoice,Centrifab (Pty) Ltd,2.00
19/09/2024,INV3280,Tax Invoice,Butec,-1.00
19/09/2024,INV3280,Tax Invoice,Butec,-1.00
22/11/2024,INV3437,Tax Invoice,Butec,-1.00
22/11/2024,INV3437,Tax Invoice,Butec,-1.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
Total for Item:,"MT7101504 - MAJAX-3 710 c/w 1,50KW 4P 380V",,,-6.00
"MT7102204 - MAJAX-3 710 c/w 2,20KW 4P 380V"
09/02/2024,SIV2170,Supplier Invoice,Air Speration,1.00
12/02/2024,INV2806,Tax Invoice,Midrand Air Services (Pty) Ltd,-1.00
08/04/2024,INV2947,Tax Invoice,Machinery & Equipment Ltd,-1.00
09/04/2024,SIV2246,Supplier Invoice,Centrifab (Pty) Ltd,1.00
17/04/2025,INV3703,Tax Invoice,Dawaila Group,-1.00
17/04/2025,INV3703,Tax Invoice,Dawaila Group,-1.00
17/04/2025,INV3703,Tax Invoice,Dawaila Group,-1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
Total for Item:,"MT7102204 - MAJAX-3 710 c/w 2,20KW 4P 380V",,,-5.00
"MT7103004 - MAJAX-3 710 c/w 3,00KW 4P 380V"
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-1.00
17/04/2025,INV3703,Tax Invoice,Dawaila Group,-1.00
Total for Item:,"MT7103004 - MAJAX-3 710 c/w 3,00KW 4P 380V",,,-2.00
"MT7104004 - MAJAX-3 710 c/w 4,00KW 4P 380V"
17/04/2025,INV3703,Tax Invoice,Dawaila Group,-1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
20/06/2025,INV3810,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
Total for Item:,"MT7104004 - MAJAX-3 710 c/w 4,00KW 4P 380V",,,-4.00
MT7603004 - Majax-2 760-32-E-8 c/w 3.0KW 4P 380V
03/06/2025,INV3784,Tax Invoice,MK Technical Services (PTY) LTD,-1.00
Total for Item:,MT7603004 - Majax-2 760-32-E-8 c/w 3.0KW 4P 380V,,,-1.00
"MT8000556 - MAJAX-3 800 c/w 0,55KW 6P 380V"
20/11/2023,INV2638,Tax Invoice,SupaSigns,-1.00
20/11/2023,INV2638,Tax Invoice,SupaSigns,-1.00
20/11/2023,INV2638,Tax Invoice,SupaSigns,-1.00
Total for Item:,"MT8000556 - MAJAX-3 800 c/w 0,55KW 6P 380V",,,-3.00
"MT8001106 - MAJAX-3 800 c/w 1,10KW 6P 380V"
18/09/2024,INV3278,Tax Invoice,Zidlaphi Kgomo and Associates CC,-2.00
Total for Item:,"MT8001106 - MAJAX-3 800 c/w 1,10KW 6P 380V",,,-2.00
"MT8002204 - MAJAX-3 800 c/w 2,20KW 4P 380V"
08/12/2023,SIV2050,Supplier Invoice,Air Speration,1.00
08/12/2023,INV2704,Tax Invoice,Aircontech Technologies,-1.00
27/05/2024,INV3042,Tax Invoice,Breezeair Technical Services,-1.00
27/05/2024,SIV2295,Supplier Invoice,Centrifab (Pty) Ltd,1.00
12/06/2024,SIV2310,Supplier Invoice,Centrifab (Pty) Ltd,1.00
12/06/2024,SIV2310,Supplier Invoice,Centrifab (Pty) Ltd,1.00
15/10/2024,INV3335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
Total for Item:,"MT8002204 - MAJAX-3 800 c/w 2,20KW 4P 380V",,,1.00
"MT8003004 - MAJAX-3 800 c/w 3,00KW 4P 380V"
29/11/2023,SIV2108,Supplier Invoice,Air Speration,3.00
06/12/2023,INV2695,Tax Invoice,Arta Masjinerie ,-3.00
26/04/2024,SIV2263,Supplier Invoice,Centrifab (Pty) Ltd,2.00
29/04/2024,INV2987,Tax Invoice,Arta Masjinerie ,-2.00
13/05/2024,SIV2285,Supplier Invoice,Centrifab (Pty) Ltd,2.00
13/05/2024,INV3012,Tax Invoice,Arta Masjinerie ,-2.00
22/05/2024,SIV2291,Supplier Invoice,Centrifab (Pty) Ltd,2.00
23/05/2024,INV3035,Tax Invoice,Arta Masjinerie ,-2.00
21/08/2024,INV3224,Tax Invoice,Arta Masjinerie ,-1.00
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-1.00
14/03/2025,INV3635,Tax Invoice,BASE SUPPLY AND PROJECTS TRADING ENTERPRISE,-5.00
23/10/2025,INV4124,Tax Invoice,Dueltron (Pty) Ltd,-1.00
25/03/2026,INV4508,Tax Invoice,Venwood and Baker Electrical (Pty) Ltd,-6.00
31/03/2026,INV4519,Tax Invoice,barloworld Power,-6.00
Total for Item:,"MT8003004 - MAJAX-3 800 c/w 3,00KW 4P 380V",,,-20.00
"MT8004004 - MAJAX-3 800 c/w 4,00KW 4P 380V"
10/06/2024,INV3066,Tax Invoice,Confab Extraction,-1.00
19/06/2024,SIV2321,Supplier Invoice,Centrifab (Pty) Ltd,1.00
11/06/2025,INV3796,Tax Invoice,Dawaila Group,-1.00
04/12/2025,INV4269,Tax Invoice,MT Refrigeration,-1.00
Total for Item:,"MT8004004 - MAJAX-3 800 c/w 4,00KW 4P 380V",,,-2.00
"MT8005504 - MAJAX-3 800 c/w 5,50KW 4P 380V"
19/01/2024,SIV2140,Supplier Invoice,Air Speration,2.00
12/02/2024,INV2804,Tax Invoice,Total Mining (Pty) Ltd,-2.00
22/03/2024,SIV2228,Supplier Invoice,Centrifab (Pty) Ltd,1.00
19/04/2024,INV2965,Tax Invoice,South Seas,-1.00
20/06/2024,INV3090,Tax Invoice,Total Mining (Pty) Ltd,-2.00
20/06/2024,SIV2325,Supplier Invoice,Centrifab (Pty) Ltd,2.00
23/09/2025,INV4036,Tax Invoice,Total Mining (Pty) Ltd,-1.00
12/02/2026,INV4383,Tax Invoice,Future Success,-1.00
Total for Item:,"MT8005504 - MAJAX-3 800 c/w 5,50KW 4P 380V",,,-2.00
"MT8007504 - MAJAX-3 800 c/w 7,50KW 4P 380V"
29/11/2024,INV3457,Tax Invoice,Tiriyo Tech,-1.00
Total for Item:,"MT8007504 - MAJAX-3 800 c/w 7,50KW 4P 380V",,,-1.00
"MT9002204 - MAJAX-3 900 c/w 2,20KW 4P 380V"
21/09/2023,SIV1941,Supplier Invoice,Air Speration,1.00
Total for Item:,"MT9002204 - MAJAX-3 900 c/w 2,20KW 4P 380V",,,1.00
"MT9005504 - MAJAX-3 900 c/w 5,50KW 4P 380V"
22/03/2024,SIV2228,Supplier Invoice,Centrifab (Pty) Ltd,1.00
15/04/2024,SIV2254,Supplier Invoice,Centrifab (Pty) Ltd,1.00
27/06/2024,INV3107,Tax Invoice,Orion Property Holding Trust,-3.00
27/06/2024,SIV2339,Supplier Invoice,Centrifab (Pty) Ltd,3.00
14/08/2024,INV3209,Tax Invoice,Ikhephu Airconditioning & Refrigeration,-1.00
26/09/2024,INV3290,Tax Invoice,Joseph Gerald Mwashimaha,-1.00
16/04/2025,INV3698,Tax Invoice,Orion Property Holding Trust,-4.00
08/05/2025,INV3727,Tax Invoice,Orion Property Holding Trust,-3.00
Total for Item:,"MT9005504 - MAJAX-3 900 c/w 5,50KW 4P 380V",,,-7.00
"MT9005506 - MAJAX-3 900 c/w 5,50KW 6P 380V"
19/04/2024,INV2965,Tax Invoice,South Seas,-1.00
Total for Item:,"MT9005506 - MAJAX-3 900 c/w 5,50KW 6P 380V",,,-1.00
MT-PROMIG 250T - PROMIG 250T MACHINE
12/02/2026,Opening Balance,Opening Balance,,1.00
12/02/2026,SIV3816,Supplier Invoice,INTROWELD CC,1.00
Total for Item:,MT-PROMIG 250T - PROMIG 250T MACHINE,,,2.00
NAME PLATES - Name plates/ engraving plates
02/09/2024,SIV2746,Supplier Invoice,Cuspal Manufacturing & Anodising CC,100.00
02/12/2024,SIV2754,Supplier Invoice,Cuspal Manufacturing & Anodising CC,100.00
21/02/2025,SIV2835,Supplier Invoice,Cuspal Manufacturing & Anodising CC,100.00
21/08/2025,SIV3470,Supplier Invoice,Cuspal Manufacturing & Anodising CC,200.00
31/03/2026,SIV3904,Supplier Invoice,Cuspal Manufacturing & Anodising CC,200.00
Total for Item:,NAME PLATES - Name plates/ engraving plates,,,700.00
"NITRO PRO - includes PDF Editing (Windows, Mac, iOS), unlimited eSigning, and Customer Support."
25/11/2025,SIV3598,Supplier Invoice,Cleverbridge GmbH - NITRO,1.00
Total for Item:,"NITRO PRO - includes PDF Editing (Windows, Mac, iOS), unlimited eSigning, and Customer Support.",,,1.00
NONE - AIRMAX-2.850 WALL MOUNT
07/11/2023,INV2598,Tax Invoice,Air Speration (Pty) Ltd,-4.00
Total for Item:,NONE - AIRMAX-2.850 WALL MOUNT,,,-4.00
Non-Taxable Extra's - Non-Taxable Extra's
29/01/2025,SIV2796,Supplier Invoice,Egoli Auto (Pty) Ltd t/a Mahindra JHB South,1.00
30/01/2025,SIV2795,Supplier Invoice,Egoli Auto (Pty) Ltd t/a Mahindra JHB South,1.00
Total for Item:,Non-Taxable Extra's - Non-Taxable Extra's,,,2.00
NRD - Non Return Discharge Dampers
11/09/2023,Opening Balance,Opening Balance,,10.00
29/09/2023,SIV1959,Supplier Invoice,Air Speration,1.00
Total for Item:,NRD - Non Return Discharge Dampers,,,11.00
NS40/610/610/300 - HEPA FILTER 4000M3/H
23/10/2025,SIV3469,Supplier Invoice,Filta Matix,5.00
Total for Item:,NS40/610/610/300 - HEPA FILTER 4000M3/H,,,5.00
OUTSTANDING BALANCE - Outstanding Balance for industrial Fans
22/01/2025,INV3518,Tax Invoice,Powerchoice Group,-1.00
22/01/2025,CRN1069,Credit Note,Powerchoice Group,1.00
22/01/2025,CRN1070,Credit Note,Powerchoice Group,1.00
01/09/2025,INV3929,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-1.00
01/09/2025,INV3929,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-1.00
01/09/2025,INV3929,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-1.00
01/09/2025,INV3929,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-1.00
01/09/2025,INV3929,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-1.00
Total for Item:,OUTSTANDING BALANCE - Outstanding Balance for industrial Fans,,,-4.00
PAINT-WORKS - SPRAY PAINT INLET CONES
12/03/2026,INV4456,Tax Invoice,Crystal Sparkle Trading,-2.00
Total for Item:,PAINT-WORKS - SPRAY PAINT INLET CONES,,,-2.00
Partial Payment - Industrial fan - Partial Payment
15/01/2025,INV3503,Tax Invoice,Powerchoice Group,-1.00
Total for Item:,Partial Payment - Industrial fan - Partial Payment,,,-1.00
PD2 - White
09/02/2026,SIV3727,Supplier Invoice,Seal 'N Devices (Pty) Ltd,8.00
Total for Item:,PD2 - White,,,8.00
PHPM20B - M20 SCREW-IN BLANKING PLUGS (BLK)
07/10/2025,SIV3471,Supplier Invoice,ElectroMechanica (Pty) Ltd,100.00
06/02/2026,SIV3721,Supplier Invoice,ElectroMechanica (Pty) Ltd,200.00
Total for Item:,PHPM20B - M20 SCREW-IN BLANKING PLUGS (BLK),,,300.00
PINE - BXXX 50X76X6.0M - PINE - BXXX 50X76X6.0M
27/01/2025,SIV2858,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,12.00
19/05/2025,SIV3120,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,24.00
29/05/2025,SIV3121,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,20.00
16/10/2025,SIV3663,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,15.00
Total for Item:,PINE - BXXX 50X76X6.0M - PINE - BXXX 50X76X6.0M,,,71.00
PINE - CRATING 25X114X1.8M
27/01/2025,SIV2858,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,30.00
31/03/2025,SIV3196,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,100.00
19/05/2025,SIV3120,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,25.00
29/05/2025,SIV3121,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,40.00
29/05/2025,SIV3121,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,121.00
06/08/2025,SIV3283,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,60.00
16/09/2025,SIV3653,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,50.00
16/09/2025,SIV3653,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,50.00
16/10/2025,SIV3663,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,20.00
15/04/2026,SIV3899,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,20.00
15/04/2026,SIV3899,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,20.00
Total for Item:,PINE - CRATING 25X114X1.8M,,,536.00
PINE - CRATING 25X114X3 .6M - PINE - CRATING 25X114X3 .6M
27/01/2025,SIV2858,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,30.00
28/01/2025,SIV2859,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,30.00
16/09/2025,SIV3653,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,35.00
16/10/2025,SIV3663,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,20.00
Total for Item:,PINE - CRATING 25X114X3 .6M - PINE - CRATING 25X114X3 .6M,,,115.00
PINE-S5 - PINE - S5 38X114X6.0M
15/04/2026,SIV3899,Supplier Invoice,Foresta Timber & Board (Pty) Ltd,10.00
Total for Item:,PINE-S5 - PINE - S5 38X114X6.0M,,,10.00
Pl Blades - Plastic Blades
21/06/2024,SIV2329,Supplier Invoice,CFW Fans (Pty) Ltd,120.00
05/08/2024,SIV2438,Supplier Invoice,CFW Fans (Pty) Ltd,85.00
15/08/2024,SIV2469,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
18/10/2024,SIV2613,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
11/11/2024,SIV2670,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
15/01/2025,SIV2794,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
16/05/2025,SIV3062,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
22/07/2025,SIV3265,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
26/08/2025,SIV3345,Supplier Invoice,CFW Fans (Pty) Ltd,200.00
01/12/2025,SIV3618,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
16/03/2026,SIV3821,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
15/04/2026,SIV3934,Supplier Invoice,CFW Fans (Pty) Ltd,100.00
Total for Item:,Pl Blades - Plastic Blades,,,1305.00
Pl Blanks - Plastic Blanks
21/06/2024,SIV2329,Supplier Invoice,CFW Fans (Pty) Ltd,85.00
11/11/2024,SIV2670,Supplier Invoice,CFW Fans (Pty) Ltd,85.00
16/05/2025,SIV3062,Supplier Invoice,CFW Fans (Pty) Ltd,40.00
01/12/2025,SIV3618,Supplier Invoice,CFW Fans (Pty) Ltd,80.00
Total for Item:,Pl Blanks - Plastic Blanks,,,290.00
"Plasma Cuts - Sheets cut(10), Plates cut(56) & Ends Cut(60)"
24/04/2025,SIV3040,Supplier Invoice,Intervent-Universal (Pty) Ltd,1.00
Total for Item:,"Plasma Cuts - Sheets cut(10), Plates cut(56) & Ends Cut(60)",,,1.00
PMGB20-13.5 - M20 NYLON COMPRESSION GLAND GREY
07/10/2025,SIV3471,Supplier Invoice,ElectroMechanica (Pty) Ltd,800.00
Total for Item:,PMGB20-13.5 - M20 NYLON COMPRESSION GLAND GREY,,,800.00
PMGB25-18 - M25 NYLON COMPRESSION GLAND GREY
07/10/2025,SIV3471,Supplier Invoice,ElectroMechanica (Pty) Ltd,400.00
Total for Item:,PMGB25-18 - M25 NYLON COMPRESSION GLAND GREY,,,400.00
POZI SELF TAPPER - 10 - No10 (4 .8mm)x19 PAN/HD POZI SELF TAPPER 10X19 7981
19/07/2024,SIV2403,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,100.00
13/08/2024,SIV2465,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,400.00
03/12/2024,SIV2722,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,120.00
13/01/2025,SIV2763,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,720.00
04/04/2025,SIV2952,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,500.00
19/01/2026,SIV3679,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,200.00
Total for Item:,POZI SELF TAPPER - 10 - No10 (4 .8mm)x19 PAN/HD POZI SELF TAPPER 10X19 7981,,,2040.00
POZI SELF TAPPER - 10 (S/S) - No10 (4.8mm)x19 PAN/HD POZI SELF TAPPER - S/S 304 - A2
09/05/2025,SIV3046,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,1000.00
Total for Item:,POZI SELF TAPPER - 10 (S/S) - No10 (4.8mm)x19 PAN/HD POZI SELF TAPPER - S/S 304 - A2,,,1000.00
POZI SELF TAPPER - 12 - No12 (5.5mm)x19 PAN/HD POZI SELF TAPPER 10X19 7981
24/02/2026,SIV3770,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,600.00
Total for Item:,POZI SELF TAPPER - 12 - No12 (5.5mm)x19 PAN/HD POZI SELF TAPPER 10X19 7981,,,600.00
POZI SELF TAPPER - 12 (S/S) - No12 (5.5mm)x19 PAN/HD POZI SELF TAPPER - (S/S)
01/04/2026,SIV3858,Supplier Invoice,M&D SPECIALISED FASTENERS (PTY) LTD,100.00
Total for Item:,POZI SELF TAPPER - 12 (S/S) - No12 (5.5mm)x19 PAN/HD POZI SELF TAPPER - (S/S),,,100.00
PR3mm x 1300mm - New W11F 3mm x 1300mm Plate Roller
06/02/2026,SIV3733,Supplier Invoice,Mech Tech Precision (Pty) Ltd,1.00
Total for Item:,PR3mm x 1300mm - New W11F 3mm x 1300mm Plate Roller,,,1.00
PRA GLAND FLP Exde BRASS CPR N*1 M20 - PRA GLAND FLP Exde BRASS CPR N*1 M20
10/09/2024,Opening Balance,Opening Balance,,4.00
10/09/2024,SIV2525,Supplier Invoice,Pratley (Pty) Ltd,4.00
Total for Item:,PRA GLAND FLP Exde BRASS CPR N*1 M20 - PRA GLAND FLP Exde BRASS CPR N*1 M20,,,8.00
PRA LOCKNUT BRASS No 0 & 1 - M20 - PRA LOCKNUT BRASS No 0 & 1 - M20
10/09/2024,Opening Balance,Opening Balance,,2.00
10/09/2024,SIV2525,Supplier Invoice,Pratley (Pty) Ltd,2.00
Total for Item:,PRA LOCKNUT BRASS No 0 & 1 - M20 - PRA LOCKNUT BRASS No 0 & 1 - M20,,,4.00
PRA LOCKNUT BRASS No 2 - M25 - PRA LOCKNUT BRASS No 2 - M25
10/09/2024,Opening Balance,Opening Balance,,2.00
10/09/2024,SIV2525,Supplier Invoice,Pratley (Pty) Ltd,2.00
Total for Item:,PRA LOCKNUT BRASS No 2 - M25 - PRA LOCKNUT BRASS No 2 - M25,,,4.00
PRA REDUCER FLP Ex d/e 25M-20F - PRA REDUCER FLP Ex d/e 25M-20F
10/09/2024,Opening Balance,Opening Balance,,2.00
10/09/2024,SIV2525,Supplier Invoice,Pratley (Pty) Ltd,2.00
Total for Item:,PRA REDUCER FLP Ex d/e 25M-20F - PRA REDUCER FLP Ex d/e 25M-20F,,,4.00
PROGRAM - Customized Programming Service - Development of web Based Fan Selection Program
17/10/2024,SIV3683,Supplier Invoice,Holt Consulting Engineers,1.00
28/01/2025,SIV3684,Supplier Invoice,Holt Consulting Engineers,1.00
31/03/2025,SIV2926,Supplier Invoice,Holt Consulting Engineers,1.00
03/07/2025,SIV3204,Supplier Invoice,Holt Consulting Engineers,1.00
09/09/2025,SIV3426,Supplier Invoice,Holt Consulting Engineers,1.00
20/01/2026,SIV3802,Supplier Invoice,Holt Consulting Engineers,1.00
Total for Item:,PROGRAM - Customized Programming Service - Development of web Based Fan Selection Program,,,6.00
PRPFAN822 - FAC30/4 Propeller Fan
13/02/2025,SIV2876,Supplier Invoice,CFW Fans (Pty) Ltd,1.00
Total for Item:,PRPFAN822 - FAC30/4 Propeller Fan,,,1.00
PVT/20 - PVT/20 c/w 130W 2880RPM 220V
20/09/2023,Opening Balance,Opening Balance,,10.00
Total for Item:,PVT/20 - PVT/20 c/w 130W 2880RPM 220V,,,10.00
PVT/30 - PVT/30 c/w 380W 2800RPM 220V
20/09/2023,Opening Balance,Opening Balance,,10.00
29/04/2024,SIV2267,Supplier Invoice,Luft Industries Natal (Pty) Ltd,5.00
02/05/2024,INV2993,Tax Invoice,Sinter Plant Services t/a SPS,-5.00
09/04/2026,INV4533,Tax Invoice,Kenmare Moma Processing (Mauritius) Limited,-1.00
Total for Item:,PVT/30 - PVT/30 c/w 380W 2800RPM 220V,,,9.00
PVT/40 - PVT/40 c/w 1.1kW 2800RPM 220V
21/09/2023,Opening Balance,Opening Balance,,10.00
Total for Item:,PVT/40 - PVT/40 c/w 1.1kW 2800RPM 220V,,,10.00
PVT/50 - PVT /50 c/w 2.2KkW 2800RPM 220V
21/09/2023,Opening Balance,Opening Balance,,10.00
03/10/2023,SIV1965,Supplier Invoice,Bluetech Fans (Pty) Ltd,8.00
04/10/2023,INV2505,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-8.00
05/02/2025,INV3547,Tax Invoice,Howden Power a Div of Howden Africa (Pty) LTD,-1.00
05/02/2025,SIV2810,Supplier Invoice,AF Fans CC,1.00
Total for Item:,PVT/50 - PVT /50 c/w 2.2KkW 2800RPM 220V,,,10.00
PWT PI150 0R7G3Z - PI150 VSD 0.75KW 380V IP20 BRK
01/04/2025,SIV2932,Supplier Invoice,Bearing Man Group,2.00
Total for Item:,PWT PI150 0R7G3Z - PI150 VSD 0.75KW 380V IP20 BRK,,,2.00
QCP- - Data Book
18/03/2024,INV2898,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-2.00
18/03/2024,INV2898,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-2.00
29/07/2024,INV3183,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-2.00
06/11/2024,INV3392,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-1.00
28/02/2025,INV3606,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-2.00
29/10/2025,INV4147,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-3.00
30/10/2025,INV4150,Tax Invoice,Jord Proxa Africa (Pty) Ltd,-2.00
31/03/2026,INV4521,Tax Invoice,RTS Africa Engineering (Pty) Ltd,-2.00
Total for Item:,QCP- - Data Book,,,-16.00
QD GP 25LT - QD GREY PRIMER 25LT
30/03/2026,SIV3855,Supplier Invoice,MG AUTO PAINT (PTY) LTD,1.00
Total for Item:,QD GP 25LT - QD GREY PRIMER 25LT,,,1.00
QD GP 5LT - QD GREY PRIMER 5LT
